weight,percent_gas_delivered,percent_power_delivered
0.0,44.08514671276832,96.48400108609466
0.381,46.036339727289324,95.05234715846963
0.5,47.31496951248956,93.9941636031536
0.605,48.12643890411704,92.44679536834977
0.61,49.0938961399177,90.51804689387339
1.0,50.061629991102556,88.21470916179793
